ulasan,rating,kategori,nama_produk,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean,label
pesanan gx sesuai dgn yg gambar,2,pertukangan,Isi Staples Tembak 8 mm best guard,"['pesanan', 'gx', 'sesuai', 'dgn', 'yg', 'gambar']","['pesanan', 'tidak', 'sesuai', 'dengan', 'yang', 'gambar']","['pesanan', 'sesuai', 'gambar']","['pesan', 'sesuai', 'gambar']",pesan sesuai gambar,0
sudah diterima dengan baik dan bisa di pakai,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['sudah', 'diterima', 'dengan', 'baik', 'dan', 'bisa', 'di', 'pakai']","['sudah', 'diterima', 'dengan', 'baik', 'dan', 'bisa', 'di', 'pakai']","['diterima', 'pakai']","['terima', 'pakai']",terima pakai,2
packing rapi dan respon cepat recommended,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['packing', 'rapi', 'dan', 'respon', 'cepat', 'recommended']","['packing', 'rapi', 'dan', 'respon', 'cepat', 'rekomendasi']","['packing', 'rapi', 'respon', 'cepat', 'rekomendasi']","['packing', 'rapi', 'respon', 'cepat', 'rekomendasi']",packing rapi respon cepat rekomendasi,2
barang sudah diterima dg baik thx,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'diterima', 'dg', 'baik', 'thx']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'terima kasih']","['barang', 'diterima', 'terima kasih']","['barang', 'terima', 'terima kasih']",barang terima terima kasih,2
barang bagus kualitas sesuai harga,3,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'bagus', 'kualitas', 'sesuai', 'harga']","['barang', 'bagus', 'kualitas', 'sesuai', 'harga']","['barang', 'bagus', 'kualitas', 'sesuai', 'harga']","['barang', 'bagus', 'kualitas', 'sesuai', 'harga']",barang bagus kualitas sesuai harga,1
terima kasih,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,2
pengiriman sangat cepat barang sesuai iklan berfungsi baik ,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['pengiriman', 'sangat', 'cepat', 'barang', 'sesuai', 'iklan', 'berfungsi', 'baik']","['pengiriman', 'sangat', 'cepat', 'barang', 'sesuai', 'iklan', 'berfungsi', 'baik']","['pengiriman', 'cepat', 'barang', 'sesuai', 'iklan', 'berfungsi']","['kirim', 'cepat', 'barang', 'sesuai', 'iklan', 'fungsi']",kirim cepat barang sesuai iklan fungsi,2
kwalitas bagus sesuai dengan yang ditawarkan respons cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['kwalitas', 'bagus', 'sesuai', 'dengan', 'yang', 'ditawarkan', 'respons', 'cepat']","['kualitas', 'bagus', 'sesuai', 'dengan', 'yang', 'ditawarkan', 'respons', 'cepat']","['kualitas', 'bagus', 'sesuai', 'ditawarkan', 'respons', 'cepat']","['kualitas', 'bagus', 'sesuai', 'tawar', 'respons', 'cepat']",kualitas bagus sesuai tawar respons cepat,2
sesuai yg diharapkan terimakasih,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['sesuai', 'yg', 'diharapkan', 'terimakasih']","['sesuai', 'yang', 'diharapkan', 'terima kasih']","['sesuai', 'diharapkan', 'terima kasih']","['sesuai', 'harap', 'terima kasih']",sesuai harap terima kasih,2
barangnya bagus pelayanan toko ini semuanya sangat memuaskanrecomend,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barangnya', 'bagus', 'pelayanan', 'toko', 'ini', 'semuanya', 'sangat', 'memuaskanrecomend']","['barangnya', 'bagus', 'pelayanan', 'toko', 'ini', 'semuanya', 'sangat', 'memuaskan']","['barangnya', 'bagus', 'pelayanan', 'toko', 'memuaskan']","['barang', 'bagus', 'layan', 'toko', 'muas']",barang bagus layan toko muas,2
suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah', 'diiiiteeeerimaaaaa']","['sudah', 'diterima']",['diterima'],['terima'],terima,2
pengiriman dan respon super cepat tpi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor,2,pertukangan,Isi Staples Tembak 8 mm best guard,"['pengiriman', 'dan', 'respon', 'super', 'cepat', 'tpi', 'barang', 'tidak', 'sesuai', 'gambar', 'dan', 'tidak', 'kuat', 'untuk', 'menembus', 'jok', 'motor']","['pengiriman', 'dan', 'respon', 'super', 'cepat', 'tetapi', 'barang', 'tidak', 'sesuai', 'gambar', 'dan', 'tidak', 'kuat', 'untuk', 'menembus', 'jok', 'motor']","['pengiriman', 'respon', 'super', 'cepat', 'barang', 'sesuai', 'gambar', 'kuat', 'menembus', 'jok', 'motor']","['kirim', 'respon', 'super', 'cepat', 'barang', 'sesuai', 'gambar', 'kuat', 'tembus', 'jok', 'motor']",kirim respon super cepat barang sesuai gambar kuat tembus jok motor,0
produk sesuai deskripsi packing rapi rekomended,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['produk', 'sesuai', 'deskripsi', 'packing', 'rapi', 'rekomended']","['produk', 'sesuai', 'deskripsi', 'packing', 'rapi', 'rekomendasi']","['produk', 'sesuai', 'deskripsi', 'packing', 'rapi', 'rekomendasi']","['produk', 'sesuai', 'deskripsi', 'packing', 'rapi', 'rekomendasi']",produk sesuai deskripsi packing rapi rekomendasi,2
ok lah sesuai denggan harga,3,pertukangan,Isi Staples Tembak 8 mm best guard,"['ok', 'lah', 'sesuai', 'denggan', 'harga']","['oke', 'lho', 'sesuai', 'dengan', 'harga']","['oke', 'lho', 'sesuai', 'harga']","['oke', 'lho', 'sesuai', 'harga']",oke lho sesuai harga,1
bukan merk kenmaster ternyata,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['bukan', 'merk', 'kenmaster', 'ternyata']","['bukan', 'merek', 'kenmaster', 'ternyata']","['merek', 'kenmaster']","['merek', 'kenmaster']",merek kenmaster,2
terimakasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['terimakasih', 'barang', 'sudah', 'sampai']","['terima kasih', 'barang', 'sudah', 'sampai']","['terima kasih', 'barang']","['terima kasih', 'barang']",terima kasih barang,2
bagus pengiriman cukup cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['bagus', 'pengiriman', 'cukup', 'cepat']","['bagus', 'pengiriman', 'cukup', 'cepat']","['bagus', 'pengiriman', 'cepat']","['bagus', 'kirim', 'cepat']",bagus kirim cepat,2
siiiiiiiippppppppp,5,pertukangan,Isi Staples Tembak 8 mm best guard,['siiiiiiiippppppppp'],['siiiiiiiippppppppp'],['siiiiiiiippppppppp'],['siiiiiiiippppppppp'],siiiiiiiippppppppp,2
barang udh sampemksh,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'udh', 'sampemksh']","['barang', 'sudah', 'sampai']",['barang'],['barang'],barang,2
terimakasih barangnya udah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['terimakasih', 'barangnya', 'udah', 'sampai']","['terima kasih', 'barangnya', 'sudah', 'sampai']","['terima kasih', 'barangnya']","['terima kasih', 'barang']",terima kasih barang,2
fast respon dan terbaiks,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['fast', 'respon', 'dan', 'terbaiks']","['fast', 'respon', 'dan', 'terbaiks']","['fast', 'respon', 'terbaiks']","['fast', 'respon', 'terbaiks']",fast respon terbaiks,2
makasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['makasih', 'barang', 'sudah', 'sampai']","['terima kasih', 'barang', 'sudah', 'sampai']","['terima kasih', 'barang']","['terima kasih', 'barang']",terima kasih barang,2
bagustop pengiriman cepat,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['bagustop', 'pengiriman', 'cepat']","['bagustop', 'pengiriman', 'cepat']","['bagustop', 'pengiriman', 'cepat']","['bagustop', 'kirim', 'cepat']",bagustop kirim cepat,2
thanksss,5,pertukangan,Isi Staples Tembak 8 mm best guard,['thanksss'],['thanksss'],['thanksss'],['thanksss'],thanksss,2
merk beda tapi gpp yg penting ukrn sama,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['merk', 'beda', 'tapi', 'gpp', 'yg', 'penting', 'ukrn', 'sama']","['merek', 'beda', 'tapi', 'tidak apa apa', 'yang', 'penting', 'ukrn', 'sama']","['merek', 'beda', 'tidak apa apa', 'ukrn']","['merek', 'beda', 'tidak apa apa', 'ukrn']",merek beda tidak apa apa ukrn,2
lihat bintangnya aja dahhhhh,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['lihat', 'bintangnya', 'aja', 'dahhhhh']","['lihat', 'bintangnya', 'saja', 'dahhhhh']","['lihat', 'bintangnya', 'dahhhhh']","['lihat', 'bintang', 'dahhhhh']",lihat bintang dahhhhh,2
bagus  ,5,pertukangan,Isi Staples Tembak 8 mm best guard,['bagus'],['bagus'],['bagus'],['bagus'],bagus,2
barang sudah diterima ukuran sesuai deskripsi hanya mereknya beda dengan yang dikirim tetapi tidak masalah yang penting berfungsi dengan baik,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'diterima', 'ukuran', 'sesuai', 'deskripsi', 'hanya', 'mereknya', 'beda', 'dengan', 'yang', 'dikirim', 'tetapi', 'tidak', 'masalah', 'yang', 'penting', 'berfungsi', 'dengan', 'baik']","['barang', 'sudah', 'diterima', 'ukuran', 'sesuai', 'deskripsi', 'hanya', 'mereknya', 'beda', 'dengan', 'yang', 'dikirim', 'tetapi', 'tidak', 'masalah', 'yang', 'penting', 'berfungsi', 'dengan', 'baik']","['barang', 'diterima', 'ukuran', 'sesuai', 'deskripsi', 'mereknya', 'beda', 'dikirim', 'berfungsi']","['barang', 'terima', 'ukur', 'sesuai', 'deskripsi', 'merek', 'beda', 'kirim', 'fungsi']",barang terima ukur sesuai deskripsi merek beda kirim fungsi,2
barang sudah sampaitks,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'sampaitks']","['barang', 'sudah', 'sampaitks']","['barang', 'sampaitks']","['barang', 'sampaitks']",barang sampaitks,2
bagus terimakasih ,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['bagus', 'terimakasih']","['bagus', 'terima kasih']","['bagus', 'terima kasih']","['bagus', 'terima kasih']",bagus terima kasih,2
barang sudah samapai gan dan bagus,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'samapai', 'gan', 'dan', 'bagus']","['barang', 'sudah', 'sampai', 'juragan', 'dan', 'bagus']","['barang', 'juragan', 'bagus']","['barang', 'juragan', 'bagus']",barang juragan bagus,2
mantafff sangatsangat sesuai,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['mantafff', 'sangatsangat', 'sesuai']","['bagus', 'sangatsangat', 'sesuai']","['bagus', 'sangatsangat', 'sesuai']","['bagus', 'sangatsangat', 'sesuai']",bagus sangatsangat sesuai,2
barang sudah diterima dengan baik,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'diterima', 'dengan', 'baik']","['barang', 'sudah', 'diterima', 'dengan', 'baik']","['barang', 'diterima']","['barang', 'terima']",barang terima,2
pengiriman cepat kemasan bagus,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['pengiriman', 'cepat', 'kemasan', 'bagus']","['pengiriman', 'cepat', 'kemasan', 'bagus']","['pengiriman', 'cepat', 'kemasan', 'bagus']","['kirim', 'cepat', 'kemas', 'bagus']",kirim cepat kemas bagus,2
sesuai permintaan fast respon,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['sesuai', 'permintaan', 'fast', 'respon']","['sesuai', 'permintaan', 'fast', 'respon']","['sesuai', 'permintaan', 'fast', 'respon']","['sesuai', 'minta', 'fast', 'respon']",sesuai minta fast respon,2
matabgoodsesuai permintaan,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['matabgoodsesuai', 'permintaan']","['sesuai', 'permintaan']","['sesuai', 'permintaan']","['sesuai', 'minta']",sesuai minta,2
barang yg dikirim tidak sesuai pesanan,1,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'yg', 'dikirim', 'tidak', 'sesuai', 'pesanan']","['barang', 'yang', 'dikirim', 'tidak', 'sesuai', 'pesanan']","['barang', 'dikirim', 'sesuai', 'pesanan']","['barang', 'kirim', 'sesuai', 'pesan']",barang kirim sesuai pesan,0
barang lumayan kuat good,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'lumayan', 'kuat', 'good']","['barang', 'lumayan', 'kuat', 'bagus']","['barang', 'lumayan', 'kuat', 'bagus']","['barang', 'lumayan', 'kuat', 'bagus']",barang lumayan kuat bagus,2
sudah sampai murah meriah,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['sudah', 'sampai', 'murah', 'meriah']","['sudah', 'sampai', 'murah', 'meriah']","['murah', 'meriah']","['murah', 'riah']",murah riah,2
sudah di terima bos packing bagus aman,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['sudah', 'di', 'terima', 'bos', 'packing', 'bagus', 'aman']","['sudah', 'di', 'terima', 'bos', 'packing', 'bagus', 'aman']","['terima', 'bos', 'packing', 'bagus', 'aman']","['terima', 'bos', 'packing', 'bagus', 'aman']",terima bos packing bagus aman,2
makasih barang sesuai gambar,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['makasih', 'barang', 'sesuai', 'gambar']","['terima kasih', 'barang', 'sesuai', 'gambar']","['terima kasih', 'barang', 'sesuai', 'gambar']","['terima kasih', 'barang', 'sesuai', 'gambar']",terima kasih barang sesuai gambar,2
langsung dipakai mantap thanks maaf baru kasi testi,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['langsung', 'dipakai', 'mantap', 'thanks', 'maaf', 'baru', 'kasi', 'testi']","['segera', 'dipakai', 'mantap', 'terima kasih', 'maaf', 'baru', 'kasih', 'testimoni']","['dipakai', 'mantap', 'terima kasih', 'maaf', 'kasih', 'testimoni']","['pakai', 'mantap', 'terima kasih', 'maaf', 'kasih', 'testimoni']",pakai mantap terima kasih maaf kasih testimoni,2
harganya murah tp isinya lumayan banyak kuat pesan kmrn hr ini nyampe thanks toko besi timur jaya tokopedia wahana,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['harganya', 'murah', 'tp', 'isinya', 'lumayan', 'banyak', 'kuat', 'pesan', 'kmrn', 'hr', 'ini', 'nyampe', 'thanks', 'toko', 'besi', 'timur', 'jaya', 'tokopedia', 'wahana']","['harganya', 'murah', 'tetapi', 'isinya', 'lumayan', 'banyak', 'kuat', 'pesan', 'kemarin', 'hari', 'ini', 'sampai', 'terima kasih', 'toko', 'besi', 'timur', 'jaya', 'tokopedia', 'wahana']","['harganya', 'murah', 'isinya', 'lumayan', 'kuat', 'pesan', 'kemarin', 'terima kasih', 'toko', 'besi', 'timur', 'jaya', 'tokopedia', 'wahana']","['harga', 'murah', 'isi', 'lumayan', 'kuat', 'pesan', 'kemarin', 'terima kasih', 'toko', 'besi', 'timur', 'jaya', 'tokopedia', 'wahana']",harga murah isi lumayan kuat pesan kemarin terima kasih toko besi timur jaya tokopedia wahana,2
ok,4,pertukangan,Isi Staples Tembak 8 mm best guard,['ok'],['oke'],['oke'],['oke'],oke,2
terimakasih barang sdh diterima,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['terimakasih', 'barang', 'sdh', 'diterima']","['terima kasih', 'barang', 'sudah', 'diterima']","['terima kasih', 'barang', 'diterima']","['terima kasih', 'barang', 'terima']",terima kasih barang terima,2
unit nya sudah sampaithanks,4,pertukangan,Isi Staples Tembak 8 mm best guard,"['unit', 'nya', 'sudah', 'sampaithanks']","['unit', 'nya', 'sudah', 'sampai']","['unit', 'nya']","['unit', 'nya']",unit nya,2
barang sudah sampai terima kasih,3,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'terima', 'kasih']","['barang', 'terima', 'kasih']",barang terima kasih,1
ga nyampe sejam dr mulai transaksiudah nyampe rumahmksh,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['ga', 'nyampe', 'sejam', 'dr', 'mulai', 'transaksiudah', 'nyampe', 'rumahmksh']","['tidak', 'sampai', 'sejam', 'dari', 'mulai', 'transaksiudah', 'sampai', 'rumahmksh']","['sejam', 'transaksiudah', 'rumahmksh']","['jam', 'transaksiudah', 'rumahmksh']",jam transaksiudah rumahmksh,2
goodcepat packing aman,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['goodcepat', 'packing', 'aman']","['cepat', 'packing', 'aman']","['cepat', 'packing', 'aman']","['cepat', 'packing', 'aman']",cepat packing aman,2
barang sangat bagus sesuai diskripsi,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sangat', 'bagus', 'sesuai', 'diskripsi']","['barang', 'sangat', 'bagus', 'sesuai', 'diskripsi']","['barang', 'bagus', 'sesuai', 'diskripsi']","['barang', 'bagus', 'sesuai', 'skripsi']",barang bagus sesuai skripsi,2
mantap sampai dengan aman gan,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['mantap', 'sampai', 'dengan', 'aman', 'gan']","['mantap', 'sampai', 'dengan', 'aman', 'juragan']","['mantap', 'aman', 'juragan']","['mantap', 'aman', 'juragan']",mantap aman juragan,2
barang udah nyampe om makasihhhhh,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'udah', 'nyampe', 'om', 'makasihhhhh']","['barang', 'sudah', 'sampai', 'om', 'terima kasih']","['barang', 'om', 'terima kasih']","['barang', 'om', 'terima kasih']",barang om terima kasih,2
recomended,5,pertukangan,Isi Staples Tembak 8 mm best guard,['recomended'],['rekomendasi'],['rekomendasi'],['rekomendasi'],rekomendasi,2
barang sesuai pengiriman cepat ok,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['barang', 'sesuai', 'pengiriman', 'cepat', 'ok']","['barang', 'sesuai', 'pengiriman', 'cepat', 'oke']","['barang', 'sesuai', 'pengiriman', 'cepat', 'oke']","['barang', 'sesuai', 'kirim', 'cepat', 'oke']",barang sesuai kirim cepat oke,2
mantab fast respone tx ,5,pertukangan,Isi Staples Tembak 8 mm best guard,"['mantab', 'fast', 'respone', 'tx']","['mantap', 'fast', 'respone', 'tx']","['mantap', 'fast', 'respone', 'tx']","['mantap', 'fast', 'respone', 'tx']",mantap fast respone tx,2
barang bagus packing cukup kurir ramah,5,pertukangan,Isi Staples Tembak 5000 pcs TCH 13/6,"['barang', 'bagus', 'packing', 'cukup', 'kurir', 'ramah']","['barang', 'bagus', 'packing', 'cukup', 'kurir', 'ramah']","['barang', 'bagus', 'packing', 'kurir', 'ramah']","['barang', 'bagus', 'packing', 'kurir', 'ramah']",barang bagus packing kurir ramah,2
mantapppp banget ,5,pertukangan,Isi Staples Tembak 5000 pcs TCH 13/6,"['mantapppp', 'banget']","['mantapppp', 'banget']","['mantapppp', 'banget']","['mantapppp', 'banget']",mantapppp banget,2
produk sesuai dan bagus thanks,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['produk', 'sesuai', 'dan', 'bagus', 'thanks']","['produk', 'sesuai', 'dan', 'bagus', 'terima kasih']","['produk', 'sesuai', 'bagus', 'terima kasih']","['produk', 'sesuai', 'bagus', 'terima kasih']",produk sesuai bagus terima kasih,2
php bilang isi ada diseskripsi pas dipesen berbeda mubajir rp   ternyata isinya ga cocok,1,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['php', 'bilang', 'isi', 'ada', 'diseskripsi', 'pas', 'dipesen', 'berbeda', 'mubajir', 'rp', 'ternyata', 'isinya', 'ga', 'cocok']","['php', 'bilang', 'isi', 'ada', 'diseskripsi', 'saat', 'dipesen', 'berbeda', 'mubajir', 'rupiah', 'ternyata', 'isinya', 'tidak', 'cocok']","['php', 'bilang', 'isi', 'diseskripsi', 'dipesen', 'berbeda', 'mubajir', 'rupiah', 'isinya', 'cocok']","['php', 'bilang', 'isi', 'skripsi', 'sen', 'beda', 'mubajir', 'rupiah', 'isi', 'cocok']",php bilang isi skripsi sen beda mubajir rupiah isi cocok,0
terima kasih semoga bermanfaat,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['terima', 'kasih', 'semoga', 'bermanfaat']","['terima', 'kasih', 'semoga', 'bermanfaat']","['terima', 'kasih', 'semoga', 'bermanfaat']","['terima', 'kasih', 'moga', 'manfaat']",terima kasih moga manfaat,2
barang sesuai gambar dan diterima dalam kondisi baik,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['barang', 'sesuai', 'gambar', 'dan', 'diterima', 'dalam', 'kondisi', 'baik']","['barang', 'sesuai', 'gambar', 'dan', 'diterima', 'dalam', 'kondisi', 'baik']","['barang', 'sesuai', 'gambar', 'diterima', 'kondisi']","['barang', 'sesuai', 'gambar', 'terima', 'kondisi']",barang sesuai gambar terima kondisi,2
trmksih banyak juragan atas kerjasamanya,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['trmksih', 'banyak', 'juragan', 'atas', 'kerjasamanya']","['terima kasih', 'banyak', 'juragan', 'atas', 'kerjasamanya']","['terima kasih', 'juragan', 'kerjasamanya']","['terima kasih', 'juragan', 'kerjasamanya']",terima kasih juragan kerjasamanya,2
keren produk nya mantaps,5,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['keren', 'produk', 'nya', 'mantaps']","['keren', 'produk', 'nya', 'mantaps']","['keren', 'produk', 'nya', 'mantaps']","['keren', 'produk', 'nya', 'mantaps']",keren produk nya mantaps,2
barangnya sesuai syn digambar,4,pertukangan,steples tembak / staples tembak kenmaster PROMO MURAH staple gun,"['barangnya', 'sesuai', 'syn', 'digambar']","['barangnya', 'sesuai', 'syn', 'digambar']","['barangnya', 'sesuai', 'syn', 'digambar']","['barang', 'sesuai', 'syn', 'gambar']",barang sesuai syn gambar,2
